player;age;height;nationality;position;value;games;minutes;goals;assists;crosses;tackles;pressures;blocks;touches;fouls;fouled;offsides;own goals;ball recoveries;saves;squad;Season;league;Attendance;games starts;passes completed;sca;gca;dribbles completed;pens won;goals against gk;shots on target against;CLBestScorer;cards yellow;shots total;LgRk;MP;W;D;L;GF;GA;Pts;CL;WinCL
Paolo Ghiglione;21;191;Italy;Midfield;1000000;9;514;1;0;20;12;84;7;305;12;2;0;0;42;0;Frosinone;01/01/2018;Serie A;12656;6;159;12;0;3;0;0;0;No;4;8;19;38;5;10;23;29;69;25;No;No
Edoardo Goldaniga;24;193;Italy;Defender;2000000;29;2610;1;1;11;53;324;40;1437;46;36;3;0;241;0;Frosinone;01/01/2018;Serie A;12656;29;839;22;3;9;0;0;0;No;6;10;19;38;5;10;23;29;69;25;No;No
Mirko Gori;25;177;Italy;Midfield;1100000;10;329;0;0;9;12;104;7;184;6;1;0;0;33;0;Frosinone;01/01/2018;Serie A;12656;2;106;7;0;2;0;0;0;No;3;4;19;38;5;10;23;29;69;25;No;No
Emil Hallfreðsson;34;185;Iceland;Midfield;500000;6;137;1;0;0;0;10;3;77;0;2;0;0;21;0;Frosinone;01/01/2018;Serie A;12656;5;54;1;0;0;0;0;0;No;0;1;19;38;5;10;23;29;69;25;No;No
Luka Krajnc;23;187;Slovenia;Defender;800000;9;788;0;0;2;12;99;12;445;5;4;0;0;68;0;Frosinone;01/01/2018;Serie A;12656;9;298;3;0;2;0;0;0;No;3;2;19;38;5;10;23;29;69;25;No;No
Raffaele Maiello;27;177;Italy;Midfield;1200000;29;2043;0;0;25;50;364;45;1446;12;40;0;0;302;0;Frosinone;01/01/2018;Serie A;12656;22;988;47;2;19;0;0;0;No;4;9;19;38;5;10;23;29;69;25;No;No
Luca Matarese;20;177;Italy;Forward;200000;2;16;0;0;0;0;8;0;7;1;0;0;0;2;0;Frosinone;01/01/2018;Serie A;12656;0;3;0;0;0;0;0;0;No;1;0;19;38;5;10;23;29;69;25;No;No
Cristian Molinaro;35;182;Italy;Defender;300000;14;1159;0;0;26;15;177;25;688;16;21;4;0;109;0;Frosinone;01/01/2018;Serie A;12656;13;418;20;0;8;0;0;0;No;2;1;19;38;5;10;23;29;69;25;No;No
Luca Paganini;25;177;Italy;Defender;1500000;14;1123;2;0;15;18;277;31;601;26;36;2;0;106;0;Frosinone;01/01/2018;Serie A;12656;12;325;22;1;10;2;0;0;No;2;29;19;38;5;10;23;29;69;25;No;No
Stipe Perica;23;192;Croatia;Forward;1000000;7;480;0;0;0;2;88;4;148;13;7;1;0;13;0;Frosinone;01/01/2018;Serie A;12656;6;72;9;1;3;1;0;0;No;3;12;19;38;5;10;23;29;69;25;No;No
Andrea Pinamonti;19;185;Italy;Forward;10000000;27;1625;5;3;13;15;487;12;630;30;31;8;0;79;0;Frosinone;01/01/2018;Serie A;12656;17;299;39;8;16;0;0;0;No;2;58;19;38;5;10;23;29;69;25;No;No
Bartosz Salamon;27;194;Poland;Defender;800000;20;1725;0;0;1;17;138;33;1001;20;8;0;0;208;0;Frosinone;01/01/2018;Serie A;12656;19;625;9;1;2;0;0;0;No;3;10;19;38;5;10;23;29;69;25;No;No
Paolo Sammarco;35;181;Italy;Midfield;200000;8;553;1;0;6;14;97;6;352;8;7;0;0;72;0;Frosinone;01/01/2018;Serie A;12656;6;233;10;0;2;0;0;0;No;1;6;19;38;5;10;23;29;69;25;No;No
Danilo Soddimo;30;180;Italy;Midfield;400000;10;252;0;1;12;11;71;6;171;10;4;0;0;23;0;Frosinone;01/01/2018;Serie A;12656;1;90;11;1;4;0;0;0;No;2;5;19;38;5;10;23;29;69;25;No;No
Marco Sportiello;26;192;Italy;Goalkeeper;4000000;35;3150;0;0;0;0;1;0;1320;0;5;0;0;198;140;Frosinone;01/01/2018;Serie A;12656;35;818;5;0;0;0;64;198;No;5;0;19;38;5;10;23;29;69;25;No;No
Marcello Trotta;25;188;Italy;Forward;1000000;12;398;0;0;4;8;103;5;166;8;3;3;0;23;0;Frosinone;01/01/2018;Serie A;12656;4;2;0;0;4;0;0;0;No;0;5;19;38;5;10;23;29;69;25;No;No
Luca Valzania;22;184;Italy;Midfield;1700000;13;897;2;1;6;24;238;14;389;13;18;0;0;88;0;Frosinone;01/01/2018;Serie A;12656;11;23;0;0;7;0;0;0;No;4;19;19;38;5;10;23;29;69;25;No;No
Federico Viviani;26;180;Italy;Midfield;3000000;5;337;0;0;2;7;98;5;254;4;5;0;0;37;0;Frosinone;01/01/2018;Serie A;12656;5;182;5;0;4;0;0;0;No;1;4;19;38;5;10;23;29;69;25;No;No
Rai Vloet;23;188;Netherlands;Forward;350000;5;122;0;0;3;2;25;4;54;3;3;0;0;9;0;Frosinone;01/01/2018;Serie A;12656;1;30;6;0;2;0;0;0;No;0;5;19;38;5;10;23;29;69;25;No;No
Francesco Zampano;24;177;Italy;Defender;1500000;27;2102;0;1;62;41;396;32;1155;32;26;5;0;180;0;Frosinone;01/01/2018;Serie A;12656;24;674;33;2;16;0;0;0;No;1;13;19;38;5;10;23;29;69;25;No;No
Floyd Ayité;29;175;Togo;Forward;2500000;16;476;1;0;5;9;88;13;288;6;7;4;0;47;0;Fulham;01/01/2018;Premier League;24371;3;159;15;1;13;0;0;0;No;0;7;19;38;7;5;26;34;81;26;No;No
Ryan Babel;31;185;Netherlands;Forward;5000000;16;1251;5;3;17;10;219;18;670;15;16;9;0;66;0;Fulham;01/01/2018;Premier League;24371;15;410;41;5;36;0;0;0;No;3;25;19;38;7;5;26;34;81;26;No;No
Marcus Bettinelli;26;194;United Kingdom;Goalkeeper;4000000;7;630;0;0;0;0;0;0;272;0;1;0;0;32;19;Fulham;01/01/2018;Premier League;24371;7;154;1;0;0;0;20;38;No;1;0;19;38;7;5;26;34;81;26;No;No
Joe Bryan;24;173;United Kingdom;Defender;6000000;28;2345;0;1;71;65;393;50;1575;25;28;2;0;233;0;Fulham;01/01/2018;Premier League;24371;27;907;44;3;18;0;0;0;No;5;21;19;38;7;5;26;34;81;26;No;No
Calum Chambers;23;182;United Kingdom;Midfield;14000000;31;2588;2;0;13;52;608;68;1896;35;4;0;0;390;0;Fulham;01/01/2018;Premier League;24371;29;1190;34;1;25;0;0;0;No;9;35;19;38;7;5;26;34;81;26;No;No
Cyrus Christie;25;188;United Kingdom;Defender;3500000;28;1948;0;1;67;44;378;41;1476;29;13;2;0;199;0;Fulham;01/01/2018;Premier League;24371;19;876;39;2;30;0;0;0;No;7;11;19;38;7;5;26;34;81;26;No;No
Ibrahima Cissé;24;180;Guinea;Midfield;1500000;3;88;0;0;0;0;31;1;42;1;0;0;0;12;0;Fulham;01/01/2018;Premier League;24371;1;28;0;0;1;0;0;0;No;0;0;19;38;7;5;26;34;81;26;No;No
Timothy Fosu-Mensah;20;190;Netherlands;Defender;7000000;12;793;0;0;10;18;118;18;549;7;1;0;1;60;0;Fulham;01/01/2018;Premier League;24371;10;372;6;0;9;0;0;0;No;3;4;19;38;7;5;26;34;81;26;No;No
Stefan Johansen;27;182;Norway;Midfield;4000000;12;417;0;0;4;8;84;9;284;6;2;0;0;53;0;Fulham;01/01/2018;Premier League;24371;4;192;4;1;3;0;0;0;No;4;1;19;38;7;5;26;34;81;26;No;No
Aboubakar Kamara;23;177;France;Forward;2750000;13;693;3;0;17;10;201;12;360;24;4;7;0;57;0;Fulham;01/01/2018;Premier League;24371;5;174;25;2;16;1;0;0;No;2;19;19;38;7;5;26;34;81;26;No;No
Neeskens Kebano;26;170;Congo;Forward;3000000;7;108;0;0;2;3;30;3;50;0;1;0;0;6;0;Fulham;01/01/2018;Premier League;24371;0;25;2;0;1;0;0;0;No;0;1;19;38;7;5;26;34;81;26;No;No
Maxime Le Marchand;28;185;France;Defender;5000000;26;2250;0;1;11;58;307;48;1742;28;7;3;0;300;0;Fulham;01/01/2018;Premier League;24371;25;1195;23;3;9;0;0;0;No;5;4;19;38;7;5;26;34;81;26;No;No
Alfie Mawson;24;188;United Kingdom;Defender;15000000;15;1131;0;0;1;11;62;24;622;6;5;0;0;138;0;Fulham;01/01/2018;Premier League;24371;13;397;3;0;3;0;0;0;No;2;2;19;38;7;5;26;34;81;26;No;No
Denis Odoi;30;178;Belgium;Defender;2500000;31;2594;0;1;12;55;328;74;1787;37;31;0;1;337;0;Fulham;01/01/2018;Premier League;24371;29;1165;24;2;22;0;0;0;No;4;10;19;38;7;5;26;34;81;26;No;No
Tim Ream;30;186;United States;Defender;4000000;26;2047;0;0;0;25;218;31;1220;11;9;0;0;243;0;Fulham;01/01/2018;Premier League;24371;25;910;8;0;6;0;0;0;No;1;1;19;38;7;5;26;34;81;26;No;No
Sergio Rico;24;195;Spain;Goalkeeper;12000000;29;2610;0;0;0;0;0;0;999;1;5;0;0;130;110;Fulham;01/01/2018;Premier League;24371;29;519;5;0;0;0;56;161;No;1;0;19;38;7;5;26;34;81;26;No;No
André Schürrle;27;184;Germany;Forward;12000000;24;1641;6;0;35;22;402;20;819;17;19;11;0;126;0;Fulham;01/01/2018;Premier League;24371;21;426;41;2;27;0;0;0;No;2;56;19;38;7;5;26;34;81;26;No;No
Ryan Sessegnon;18;178;United Kingdom;Forward;35000000;35;2300;2;6;49;37;623;55;1144;20;22;16;0;193;0;Fulham;01/01/2018;Premier League;24371;26;582;70;9;32;0;0;0;No;0;28;19;38;7;5;26;34;81;26;No;No
Luciano Vietto;24;173;Argentina;Forward;7000000;20;986;1;4;13;15;210;10;564;13;19;0;0;84;0;Fulham;01/01/2018;Premier League;24371;10;334;39;5;13;0;0;0;No;1;24;19;38;7;5;26;34;81;26;No;No
Daniel Bessa;25;178;Italy;Midfield;4500000;34;2441;1;3;46;55;711;35;1341;55;19;4;0;237;0;Genoa;01/01/2018;Serie A;20950;25;899;76;6;26;1;0;0;No;8;32;17;38;8;14;16;39;57;38;No;No
Davide Biraschi;24;182;Italy;Defender;4500000;34;2841;0;0;29;68;464;48;1633;38;31;0;1;326;0;Genoa;01/01/2018;Serie A;20950;32;849;26;1;39;0;0;0;No;3;12;17;38;8;14;16;39;57;38;No;No
Domenico Criscito;31;183;Italy;Defender;4000000;35;3070;2;4;100;118;378;59;2192;47;49;2;0;363;0;Genoa;01/01/2018;Serie A;20950;35;1267;71;8;20;0;0;0;No;12;30;17;38;8;14;16;39;57;38;No;No
Nicola Dalmonte;20;169;Italy;Midfield;1000000;3;44;0;0;1;2;11;0;33;1;1;0;0;4;0;Genoa;01/01/2018;Serie A;20950;0;20;5;0;1;0;0;0;No;0;3;17;38;8;14;16;39;57;38;No;No
Andrea Favilli;21;191;Italy;Forward;6000000;6;170;0;2;5;0;30;2;70;7;2;1;0;9;0;Genoa;01/01/2018;Serie A;20950;0;37;4;1;1;0;0;0;No;0;5;17;38;8;14;16;39;57;38;No;No
Koray Günter;23;184;Germany;Defender;1000000;14;835;0;0;2;17;69;12;431;6;9;1;0;75;0;Genoa;01/01/2018;Serie A;20950;8;287;8;0;0;0;0;0;No;1;3;17;38;8;14;16;39;57;38;No;No
Oscar Hiljemark;26;184;Sweden;Midfield;3000000;17;1196;1;0;16;18;227;14;621;19;11;2;0;128;0;Genoa;01/01/2018;Serie A;20950;15;388;23;1;11;0;0;0;No;0;13;17;38;8;14;16;39;57;38;No;No
Jandrei;25;186;Brazil;Goalkeeper;2000000;1;90;0;0;0;0;0;0;34;0;0;0;0;3;0;Genoa;01/01/2018;Serie A;20950;1;21;0;0;0;0;1;2;No;0;0;17;38;8;14;16;39;57;38;No;No
Gianluca Lapadula;28;178;Peru;Forward;5000000;8;404;1;0;3;5;84;4;150;16;9;10;0;27;0;Genoa;01/01/2018;Serie A;20950;4;52;12;0;4;0;0;0;No;1;24;17;38;8;14;16;39;57;38;No;No
Lukas Lerager;25;188;Denmark;Midfield;6000000;14;1298;0;1;4;33;309;27;800;21;14;0;0;172;0;Genoa;01/01/2018;Serie A;20950;13;287;24;0;6;0;0;0;No;4;12;17;38;8;14;16;39;57;38;No;No
Federico Marchetti;35;188;Italy;Goalkeeper;300000;4;360;0;0;0;0;0;0;123;0;0;0;0;24;10;Genoa;01/01/2018;Serie A;20950;4;78;0;0;0;0;10;19;No;1;0;17;38;8;14;16;39;57;38;No;No
Luca Mazzitelli;22;184;Italy;Midfield;3500000;10;323;0;0;5;9;74;4;260;13;5;0;0;57;0;Genoa;01/01/2018;Serie A;20950;3;174;8;1;2;0;0;0;No;3;5;17;38;8;14;16;39;57;38;No;No
Iuri Medeiros;24;174;Portugal;Midfield;4500000;2;106;0;0;2;1;16;2;62;1;2;0;0;2;0;Genoa;01/01/2018;Serie A;20950;2;37;7;0;4;0;0;0;No;0;2;17;38;8;14;16;39;57;38;No;No
Stephane Omeonga;22;177;Belgium;Midfield;1800000;3;57;0;0;0;2;19;1;38;3;1;0;0;15;0;Genoa;01/01/2018;Serie A;20950;0;20;3;0;0;0;0;0;No;1;0;17;38;8;14;16;39;57;38;No;No
Goran Pandev;35;184;Macedonia;Forward;400000;26;1122;4;2;16;18;195;7;557;17;47;5;0;69;0;Genoa;01/01/2018;Serie A;20950;12;277;49;3;24;0;0;0;No;6;28;17;38;8;14;16;39;57;38;No;No
Pedro Pereira;20;185;Portugal;Defender;2000000;26;1384;0;0;44;29;258;25;859;19;10;0;0;106;0;Genoa;01/01/2018;Serie A;20950;15;482;30;1;15;0;0;0;No;1;4;17;38;8;14;16;39;57;38;No;No
Giuseppe Pezzella;20;187;Italy;Defender;3000000;5;184;0;0;2;4;35;5;90;4;2;0;0;19;0;Genoa;01/01/2018;Serie A;20950;1;44;3;0;1;0;0;0;No;1;1;17;38;8;14;16;39;57;38;No;No
Ionuț Radu;21;188;Romania;Goalkeeper;15000000;33;2970;0;0;0;0;1;0;1045;0;2;0;0;152;102;Genoa;01/01/2018;Serie A;20950;33;454;8;0;4;0;47;142;No;0;0;17;38;8;14;16;39;57;38;No;No
Esteban Rolón;23;175;Argentina;Midfield;1000000;19;1046;0;0;6;39;344;18;505;28;17;0;0;123;0;Genoa;01/01/2018;Serie A;20950;10;281;22;0;14;0;0;0;No;9;8;17;38;8;14;16;39;57;38;No;No
Cristian Romero;20;185;Argentina;Defender;15000000;27;2336;2;2;0;71;310;60;1140;37;21;0;0;258;0;Genoa;01/01/2018;Serie A;20950;27;667;13;4;16;1;0;0;No;11;18;17;38;8;14;16;39;57;38;No;No
Rômulo;31;178;Italy;Midfield;2500000;17;1351;1;2;44;22;220;26;818;19;19;4;0;123;0;Genoa;01/01/2018;Serie A;20950;17;352;20;3;16;0;0;0;No;1;13;17;38;8;14;16;39;57;38;No;No
Antonio Sanabria;22;181;Paraguay;Forward;9000000;15;766;3;0;2;6;225;11;262;19;15;2;0;33;0;Genoa;01/01/2018;Serie A;20950;9;118;6;1;8;1;0;0;No;1;29;17;38;8;14;16;39;57;38;No;No
Sandro;29;187;Brazil;Midfield;2000000;13;594;0;0;0;29;121;16;344;23;11;0;1;80;0;Genoa;01/01/2018;Serie A;20950;9;200;9;0;6;0;0;0;No;5;8;17;38;8;14;16;39;57;38;No;No
Nicolás Spolli;35;193;Argentina;Defender;250000;7;538;0;0;0;6;32;9;252;8;4;0;1;58;0;Genoa;01/01/2018;Serie A;20950;7;167;2;0;0;0;0;0;No;2;4;17;38;8;14;16;39;57;38;No;No
Stefano Sturaro;25;181;Italy;Midfield;10000000;5;213;1;0;4;5;57;5;105;5;6;0;0;24;0;Genoa;01/01/2018;Serie A;20950;4;43;9;0;5;0;0;0;No;0;3;17;38;8;14;16;39;57;38;No;No
Miguel Veloso;32;180;Portugal;Midfield;1000000;21;1257;0;1;22;32;364;22;775;30;6;0;0;196;0;Genoa;01/01/2018;Serie A;20950;14;464;44;1;12;0;0;0;No;7;29;17;38;8;14;16;39;57;38;No;No
Iván Alejo;23;186;Spain;Midfield;1200000;4;146;0;0;2;1;54;1;68;10;7;0;0;11;0;Getafe;01/01/2018;La Liga;11000;2;16;2;0;7;0;0;0;No;2;1;5;38;15;14;9;48;35;59;No;No
Vitorino Antunes;31;175;Portugal;Defender;2500000;28;2181;1;3;83;43;348;61;1439;37;20;1;0;246;0;Getafe;01/01/2018;La Liga;11000;25;713;58;5;23;0;0;0;No;5;29;5;38;15;14;9;48;35;59;No;No
Mauro Arambarri;22;175;Uruguay;Midfield;15000000;33;2676;1;2;18;76;858;55;1114;65;57;1;1;351;0;Getafe;01/01/2018;La Liga;11000;32;560;32;3;40;0;0;0;No;8;26;5;38;15;14;9;48;35;59;No;No
Markel Bergara;32;181;Spain;Midfield;800000;3;53;0;0;1;2;15;3;31;1;0;0;0;6;0;Getafe;01/01/2018;La Liga;11000;0;15;0;0;0;0;0;0;No;0;0;5;38;15;14;9;48;35;59;No;No
Leandro Cabrera;27;190;Uruguay;Defender;5000000;32;2794;2;0;38;47;307;42;1477;35;14;2;1;422;0;Getafe;01/01/2018;La Liga;11000;31;576;13;0;4;0;0;0;No;11;20;5;38;15;14;9;48;35;59;No;No
Leandro Chichizola;28;182;Argentina;Goalkeeper;1000000;1;90;0;0;0;0;0;0;27;0;1;0;0;7;0;Getafe;01/01/2018;La Liga;11000;1;12;0;0;0;0;1;1;No;0;0;5;38;15;14;9;48;35;59;No;No
Sebastián Cristóforo;24;173;Uruguay;Midfield;1800000;15;450;0;2;4;15;165;16;226;13;17;0;0;62;0;Getafe;01/01/2018;La Liga;11000;4;120;13;3;3;1;0;0;No;3;1;5;38;15;14;9;48;35;59;No;No
Djené;26;178;Togo;Defender;25000000;34;2976;0;0;7;54;370;37;1325;51;30;0;0;502;0;Getafe;01/01/2018;La Liga;11000;34;705;21;4;20;1;0;0;No;13;12;5;38;15;14;9;48;35;59;No;No
Hugo Duro;18;182;Spain;Midfield;2000000;11;417;0;0;2;8;133;5;115;9;17;0;0;23;0;Getafe;01/01/2018;La Liga;11000;5;46;4;1;2;1;0;0;No;0;6;5;38;15;14;9;48;35;59;No;No
Mathieu Flamini;34;178;France;Midfield;600000;10;453;0;0;0;7;95;7;162;15;6;0;0;51;0;Getafe;01/01/2018;La Liga;11000;4;90;3;0;0;0;0;0;No;5;0;5;38;15;14;9;48;35;59;No;No
Dimitri Foulquier;25;183;France;Midfield;3500000;25;1799;3;2;21;40;539;33;735;49;25;2;0;173;0;Getafe;01/01/2018;La Liga;11000;23;291;29;5;27;0;0;0;No;7;13;5;38;15;14;9;48;35;59;No;No
Bruno González;28;184;Spain;Defender;2000000;23;1701;0;1;3;26;182;16;697;24;13;0;0;247;0;Getafe;01/01/2018;La Liga;11000;18;386;8;3;1;0;0;0;No;7;6;5;38;15;14;9;48;35;59;No;No
Sergi Guardiola;27;185;Spain;Midfield;5000000;3;1514;3;1;14;18;349;12;560;37;31;14;0;60;0;Getafe;01/01/2018;La Liga;11000;0;7;1;0;19;3;0;0;No;0;45;5;38;15;14;9;48;35;59;No;No
Jaime Mata;29;186;Spain;Forward;10000000;34;2432;14;6;46;35;438;23;1035;79;52;30;0;126;0;Getafe;01/01/2018;La Liga;11000;27;424;37;6;25;0;0;0;No;10;54;5;38;15;14;9;48;35;59;No;No
Ignasi Miquel;25;189;Spain;Defender;2000000;7;316;0;0;0;2;30;7;130;6;1;0;0;41;0;Getafe;01/01/2018;La Liga;11000;4;51;1;0;2;0;0;0;No;1;0;5;38;15;14;9;48;35;59;No;No
Jorge Molina;36;188;Spain;Forward;2000000;38;2648;14;5;23;16;411;31;1118;47;45;21;0;127;0;Getafe;01/01/2018;La Liga;11000;28;500;77;10;33;0;0;0;No;2;52;5;38;15;14;9;48;35;59;No;No
Francisco Portillo;28;169;Spain;Midfield;4000000;32;1994;1;4;27;20;472;29;1039;30;36;2;0;168;0;Getafe;01/01/2018;La Liga;11000;19;592;61;11;45;0;0;0;No;3;8;5;38;15;14;9;48;35;59;No;No
Ángel Rodríguez;31;171;Spain;Forward;3000000;37;1819;8;3;22;13;390;14;654;42;35;35;0;77;0;Getafe;01/01/2018;La Liga;11000;20;242;42;7;19;0;0;0;No;4;66;5;38;15;14;9;48;35;59;No;No
Gaku Shibasaki;26;175;Japan;Midfield;2000000;7;389;0;0;15;9;168;7;196;6;3;0;0;37;0;Getafe;01/01/2018;La Liga;11000;5;83;7;1;3;0;0;0;No;0;6;5;38;15;14;9;48;35;59;No;No
David Soria;25;192;Spain;Goalkeeper;15000000;37;3330;0;0;0;0;2;3;1184;0;2;0;1;225;100;Getafe;01/01/2018;La Liga;11000;37;454;5;0;1;0;34;127;No;0;0;5;38;15;14;9;48;35;59;No;No
Damián Suárez;30;173;Uruguay;Defender;3500000;36;3240;0;3;95;105;663;69;2322;57;55;2;0;410;0;Getafe;01/01/2018;La Liga;11000;36;1333;95;7;32;0;0;0;No;13;16;5;38;15;14;9;48;35;59;No;No
Aday;30;178;Spain;Defender;1500000;10;645;0;2;41;13;87;9;386;6;8;0;0;38;0;Girona;01/01/2018;La Liga;10948;8;230;25;2;11;0;0;0;No;2;9;18;38;9;10;19;37;53;37;No;No
Pedro Alcalá;29;196;Spain;Defender;800000;25;1868;1;1;3;31;167;25;1125;21;13;2;0;194;0;Girona;01/01/2018;La Liga;10948;20;698;12;2;4;0;0;0;No;9;15;18;38;9;10;19;37;53;37;No;No
Bernardo Espinosa;29;192;Colombia;Defender;6000000;31;2727;1;1;3;18;178;66;1726;33;6;3;0;296;0;Girona;01/01/2018;La Liga;10948;31;1203;13;1;4;0;0;0;No;6;15;18;38;9;10;19;37;53;37;No;No
Aleix García;21;173;Spain;Midfield;3000000;31;1663;2;1;29;34;472;28;1297;12;19;1;0;188;0;Girona;01/01/2018;La Liga;10948;20;929;46;3;16;0;0;0;No;1;19;18;38;9;10;19;37;53;37;No;No
Borja García;27;175;Spain;Forward;7000000;33;2629;1;3;29;41;579;38;1717;19;103;4;0;238;0;Girona;01/01/2018;La Liga;10948;30;1102;67;6;43;0;0;0;No;0;27;18;38;9;10;19;37;53;37;No;No
Raúl García;29;184;Spain;Defender;7500000;10;381;0;0;2;9;44;9;178;4;5;0;0;46;0;Girona;01/01/2018;La Liga;10948;10;545;55;9;1;0;0;0;No;1;2;18;38;9;10;19;37;53;37;No;No
Álex Granell;29;180;Spain;Midfield;5000000;32;2391;0;4;76;63;631;40;1789;33;48;1;0;232;0;Girona;01/01/2018;La Liga;10948;26;1084;86;7;16;0;0;0;No;5;40;18;38;9;10;19;37;53;37;No;No
Gorka Iraizoz;37;191;Spain;Goalkeeper;200000;7;559;0;0;0;0;0;0;260;0;0;0;0;35;29;Girona;01/01/2018;La Liga;10948;6;150;0;0;1;0;10;36;No;0;0;18;38;9;10;19;37;53;37;No;No
Juanpe;27;190;Spain;Defender;7000000;33;2767;0;0;5;41;241;48;1841;38;10;2;0;291;0;Girona;01/01/2018;La Liga;10948;31;1256;13;0;14;0;0;0;No;8;22;18;38;9;10;19;37;53;37;No;No
Douglas Luiz;20;178;Brazil;Midfield;2500000;23;1490;0;0;10;36;340;27;921;47;30;0;0;199;0;Girona;01/01/2018;La Liga;10948;16;634;24;2;22;0;0;0;No;7;16;18;38;9;10;19;37;53;37;No;No
Johan Mojica;25;185;Colombia;Defender;3000000;1;20;0;0;2;1;1;0;12;0;1;0;0;2;0;Girona;01/01/2018;La Liga;10948;0;6;1;0;0;0;0;0;No;0;0;18;38;9;10;19;37;53;37;No;No
Marc Muniesa;26;180;Spain;Defender;3000000;19;1406;0;0;10;41;259;37;1067;21;20;0;0;162;0;Girona;01/01/2018;La Liga;10948;15;708;23;0;11;0;0;0;No;6;6;18;38;9;10;19;37;53;37;No;No
Carles Planas;27;175;Spain;Defender;800000;7;419;0;1;15;11;84;9;260;5;2;0;0;36;0;Girona;01/01/2018;La Liga;10948;4;165;6;2;2;0;0;0;No;3;1;18;38;9;10;19;37;53;37;No;No
Pere Pons;25;177;Spain;Midfield;4000000;34;2792;1;2;12;83;726;61;1581;70;49;0;0;321;0;Girona;01/01/2018;La Liga;10948;32;964;39;3;31;0;0;0;No;4;19;18;38;9;10;19;37;53;37;No;No
Pedro Porro;18;176;Spain;Defender;10000000;32;2211;0;4;90;50;423;58;1537;24;35;0;0;252;0;Girona;01/01/2018;La Liga;10948;25;859;42;7;41;0;0;0;No;4;22;18;38;9;10;19;37;53;37;No;No
Portu;26;168;Spain;Forward;10000000;34;2821;9;2;77;30;574;32;1055;26;42;11;0;128;0;Girona;01/01/2018;La Liga;10948;33;508;71;8;35;0;0;0;No;3;43;18;38;9;10;19;37;53;37;No;No
Jonás Ramalho;25;185;Spain;Defender;3000000;22;1619;1;0;18;10;176;39;975;15;11;0;1;137;0;Girona;01/01/2018;La Liga;10948;18;648;12;3;3;0;0;0;No;4;7;18;38;9;10;19;37;53;37;No;No
Patrick Roberts;21;167;United Kingdom;Forward;5000000;19;601;0;0;10;7;152;7;282;0;9;2;0;44;0;Girona;01/01/2018;La Liga;10948;6;156;21;3;24;0;0;0;No;0;7;18;38;9;10;19;37;53;37;No;No
Kévin Soni;20;183;Cameroon;Forward;300000;5;82;0;0;2;4;26;3;55;6;2;0;0;15;0;Girona;01/01/2018;La Liga;10948;1;19;5;0;5;0;0;0;No;1;4;18;38;9;10;19;37;53;37;No;No
Cristhian Stuani;31;184;Uruguay;Forward;7000000;32;2729;19;0;5;23;513;18;855;89;74;24;0;97;0;Girona;01/01/2018;La Liga;10948;30;352;48;8;20;2;0;0;No;9;70;18;38;9;10;19;37;53;37;No;No
David Timor;28;185;Spain;Midfield;1500000;2;163;0;0;1;0;32;2;117;1;1;0;0;12;0;Girona;01/01/2018;La Liga;10948;2;72;3;0;2;0;0;0;No;0;4;18;38;9;10;19;37;53;37;No;No
Guessouma Fofana;25;184;France;Midfield;800000;10;186;0;0;2;6;73;2;79;5;2;0;0;15;0;Guingamp;01/01/2018;Ligue 1;14731;4;99;1;0;1;0;0;0;No;1;1;20;38;5;12;21;28;68;27;No;No
Alexandre Mendy;24;184;Guinea-Bissau;Forward;2250000;16;767;3;0;1;4;150;2;220;14;9;10;0;29;0;Guingamp;01/01/2018;Ligue 1;14731;8;93;13;0;3;0;0;0;No;2;23;20;38;5;12;21;28;68;27;No;No
Yannis Salibur;27;177;France;Forward;3500000;1;885;1;3;28;13;162;10;470;21;30;6;0;60;0;Guingamp;01/01/2018;Ligue 1;14731;0;235;42;5;27;1;0;0;No;2;34;20;38;5;12;21;28;68;27;No;No
Kevin Akpoguma;23;192;Niger;Defender;6500000;4;499;0;0;0;22;107;22;343;6;10;0;0;59;0;Hannover 96;01/01/2018;Bundesliga;38365;4;140;2;0;1;0;0;0;No;2;0;17;34;5;6;23;31;71;21;No;No
Takuma Asano;23;173;Japan;Midfield;1500000;13;699;0;0;8;5;195;10;286;5;14;5;0;35;0;Hannover 96;01/01/2018;Bundesliga;38365;9;118;9;0;9;0;0;0;No;0;13;17;34;5;6;23;31;71;21;No;No
Felipe;31;188;Brazil;Defender;500000;17;1095;2;0;3;28;84;24;666;17;17;0;0;139;0;Hannover 96;01/01/2018;Bundesliga;38365;14;377;4;2;2;0;0;0;No;5;10;17;34;5;6;23;31;71;21;No;No
Florian Baak;19;191;Germany;Midfield;400000;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;Hertha BSC;01/01/2018;Bundesliga;49258;0;0;0;0;0;0;0;0;No;0;0;11;34;11;10;13;49;57;43;No;No
Per Ciljan Skjelbred;31;175;Norway;Midfield;1750000;16;997;0;1;6;30;156;16;682;16;10;1;0;147;0;Hertha BSC;01/01/2018;Bundesliga;49258;12;493;19;3;6;0;0;0;No;3;5;11;34;11;10;13;49;57;43;No;No
Javairô Dilrosun;20;175;Netherlands;Forward;12000000;17;898;2;3;30;11;161;23;381;8;21;0;0;57;0;Hertha BSC;01/01/2018;Bundesliga;49258;7;188;33;6;12;0;0;0;No;2;10;11;34;11;10;13;49;57;43;No;No
